id,origin,destination,cost,estimated_time,company
13930,New Lisa,New Susanstad,138,09:29:33,Butler-Castillo
13931,Kaneborough,West Rebecca,159,14:12:53,"Long, Walker and Williams"
13932,Scottstad,Cochranborough,957,00:37:51,"Espinoza, Carlson and Roach"
13933,Leroyside,Mccormickmouth,169,13:24:15,"Contreras, Goodwin and Martin"
13934,Port Ann,Patrickburgh,216,12:38:13,Lopez and Sons
13935,Lake Andrew,Knightland,832,01:49:16,Nelson Ltd
13936,Port Sean,Kimberlychester,924,15:22:03,Jones-Cruz
13937,Lake Keithland,Elizabethhaven,306,04:51:46,Saunders PLC
13938,Brownbury,East Lindamouth,600,01:22:25,"Morton, Hernandez and Johnson"
13939,Benjaminbury,Lake Kenneth,933,05:26:18,"Smith, Romero and Allen"
13940,South Randallburgh,West Pamela,810,22:27:25,"Simon, Hudson and Duffy"
13941,Lake Sandraborough,Barbaratown,305,22:56:52,Allen Inc
13942,Veronicaland,Waltonmouth,514,20:46:37,"Bryant, Riddle and Molina"
13943,Steventon,North Rachel,832,21:23:36,Jensen-Moore
13944,Perezberg,Lake Mitchellhaven,320,08:04:11,"Peterson, Riddle and Perry"
13945,Donaldshire,Jonesville,504,17:48:57,"Bullock, Nguyen and Alvarez"
13946,Melissaborough,South Stephen,117,08:37:30,Holmes Group
13947,Ericatown,West Kristine,582,09:39:59,"Simpson, Rice and Torres"
13948,South Heather,New Cynthia,783,18:35:06,"White, Mann and Bryant"
13949,New Maureen,New Aliciatown,469,12:54:41,Jensen-Morgan
13950,Youngtown,Hoffmanfort,173,00:49:44,Green-Williamson
13951,Brandontown,Ashleyview,136,13:03:21,Hernandez-Banks
13952,East Jessica,Erinhaven,936,13:46:41,"Rojas, Velasquez and Porter"
13953,Port Carmen,Smithfurt,701,12:37:10,"Figueroa, Fitzpatrick and Jackson"
13954,West Nicholas,Port Dakotahaven,352,23:26:10,Green LLC
13955,Edwardside,East Melissa,635,18:44:56,Gutierrez Ltd
13956,Cookechester,South Samuel,671,21:41:55,Dean Inc
13957,Henryfort,Port Amandatown,243,16:07:06,"Gilbert, Hutchinson and Ferguson"
13958,Ronaldfort,South Jessica,431,16:48:53,Thompson-Campos
13959,East Jason,Anthonymouth,211,13:32:40,Thomas-White
13960,East Dawn,Port Cody,310,23:48:49,"Garner, Spencer and Morris"
13961,West Jasonberg,New Christopherport,332,20:10:28,"Deleon, Martinez and Chavez"
13962,Davidhaven,Smithfort,701,12:27:58,Flores-Harris
13963,Martinezborough,West Danielle,299,19:58:25,"Thornton, Nelson and Scott"
13964,East Nicole,Powersmouth,863,07:31:34,Hicks Group
13965,South Ryanview,Melanieborough,310,09:34:17,"Reyes, Moore and Conway"
13966,Sandrahaven,North Andrew,890,13:06:43,"Gonzales, Rodriguez and Melendez"
13967,Karenside,Lisaport,177,18:36:15,"Erickson, Brown and Skinner"
13968,Sharonville,New Johnnyport,868,10:32:21,Lee and Sons
13969,Oliverborough,Port Laurenmouth,166,14:45:20,Gonzalez-Smith
13970,Chadstad,Karaview,797,16:54:34,Oneal Inc
13971,Burgesston,Sototown,577,08:26:23,Banks Inc
13972,West Danielland,Maryhaven,377,13:07:15,"Foster, Brown and Brown"
13973,Duncanfort,New Gary,593,15:38:22,"Krueger, Bautista and Kemp"
13974,Maxwellville,Jamesburgh,479,13:22:22,Moore-Campbell
13975,Michaelborough,Nancyberg,686,07:08:31,Gaines-Jones
13976,Lake Georgefurt,New Randallland,451,18:33:33,Crawford and Sons
13977,New Lindaland,Charlestown,262,13:11:30,Lewis Group
13978,East Tricia,Lake Thomashaven,491,04:44:20,Howard-Shields
13979,Greerbury,West Waynemouth,880,06:08:30,"Mcintosh, Mayer and Wood"
13980,East Heather,East Sean,444,05:04:31,Singh-Duran
13981,Lake Paulton,East Shelley,151,13:02:32,Woodward-Johnson
13982,New Stephanie,Adamsland,166,06:45:52,Mcmahon-Hernandez
13983,Hamiltonville,Lake Timothy,417,15:40:22,"Andrews, Ortega and Brown"
13984,New Jaime,Fieldsfurt,439,13:32:05,Davenport PLC
13985,Stanleymouth,Port Valerieborough,929,04:43:11,"Brown, Mathews and Hamilton"
13986,East Holly,North Corey,364,11:37:49,"Washington, Lewis and Parrish"
13987,New Margaretville,Camachofort,126,01:27:57,Ross-Soto
13988,Port Deniseborough,East Erinside,195,08:00:55,"Morris, Huang and Butler"
13989,East Annaland,Crossburgh,579,18:45:02,Lee-Martin
13990,New Lisaside,East Robinville,979,06:37:59,Clark and Sons
13991,East Joshua,East Randallchester,912,05:28:07,Martinez LLC
13992,Johnsonburgh,Dustinview,255,05:02:23,"Perez, Brooks and Jones"
13993,Port Emilyfort,Andrewfort,964,08:07:54,Case-Lee
13994,Jeremyberg,Port Jessicabury,508,15:12:04,Byrd-Cruz
13995,New Kari,Taylorfort,888,09:11:50,"Pugh, Martin and Weaver"
13996,Lake Travis,West Lisa,40,15:15:20,"Patterson, Phillips and Alvarez"
13997,New Amystad,West Samuel,630,12:27:55,Hayden Inc
13998,Angelfurt,Davisside,640,10:44:03,Conrad-Whitaker
13999,Lake Jennifer,Port Nicholas,84,09:49:44,Watkins LLC
14000,Griffinland,Nathanfort,634,23:30:54,Porter-Sullivan
14001,Brownview,North Thomas,812,14:35:00,"Bush, Austin and Miranda"
14002,New Kristinahaven,North Tiffany,937,05:36:05,Aguilar LLC
14003,Huffmanview,Port Stephen,535,04:58:08,"Sexton, Carr and Price"
14004,Donaldsonberg,Tracyburgh,894,09:42:37,Kelley and Sons
14005,Hurleybury,Chelseafort,572,06:47:57,Kent and Sons
14006,Brettchester,Rachelville,811,09:14:11,"Norris, Parker and Burke"
14007,Justinview,Walkerbury,302,07:19:43,Williams-Villanueva
14008,Colestad,Markstad,54,23:19:38,Steele-Guerrero
14009,North Cristianburgh,Wongchester,640,03:09:44,"May, Jones and Briggs"
14010,Hawkinsmouth,New Jennyport,151,00:50:14,"Hansen, Sampson and Powell"
14011,Lucasborough,Lake Jimberg,217,03:34:50,"Williams, Harris and Tucker"
14012,East Stevenshire,Hicksberg,340,22:18:51,Ford-Vasquez
14013,North Jeffery,Kevinport,437,19:55:15,Caldwell Inc
14014,Lake Timothymouth,Jamesstad,234,13:49:22,Morrison-Jimenez
14015,Davidmouth,Warrenville,839,10:20:52,Smith PLC
14016,Cookmouth,Lake Candice,767,18:22:29,Barker-Zamora
14017,Peterfort,Kimburgh,374,13:00:10,Williams Group
14018,East Austin,Hopkinsstad,746,07:37:37,May Group
14019,Brewerstad,West Michael,956,02:24:52,Holt-Zamora
14020,Nicholsborough,Lake Bryan,589,00:56:40,Santiago-Maldonado
14021,Sallyside,Reginaborough,423,12:20:41,Palmer Group
14022,East Tiffany,Kristenview,358,10:26:39,"Davis, Carpenter and Berger"
14023,Dianabury,East Jaime,599,02:18:18,"Simpson, Sharp and Calhoun"
14024,Monicaton,Dianeview,627,13:56:44,Casey Inc
14025,South Melissa,South Sean,869,03:12:49,Sanchez LLC
14026,Lake Amandaport,West Debbiestad,997,14:13:11,Brown-Chase
14027,Barnesmouth,East Jacob,343,11:11:11,Hernandez Inc
14028,Wrightborough,Lake Jordan,355,19:48:52,Brooks Group
14029,Port Michaelchester,Beanberg,845,15:25:47,"Cain, Jones and Johnson"
14030,Phillipsmouth,Lake Cindyfurt,991,20:53:31,Carey-Diaz
14031,Lake Heather,Curtistown,227,18:38:29,Oneill-Gutierrez
14032,Port Cristian,Leeton,12,04:49:26,Collins and Sons
14033,Simpsonmouth,East Davidfort,466,11:17:18,"Haley, Harmon and Carter"
14034,Kevintown,Davidmouth,155,06:39:55,"Page, Peterson and Hernandez"
14035,Mayton,South Cynthia,404,02:07:20,"Duncan, Golden and Roach"
14036,East Brandonfort,East Benjaminmouth,225,22:40:38,Gill-Obrien
14037,Laraside,Johnsonfurt,276,17:30:36,"Mitchell, Jackson and Strickland"
14038,Grayhaven,Jillianmouth,317,22:25:18,Terry and Sons
14039,North Anthonyside,West Rebecca,353,17:27:47,Harrell-Ellis
14040,Carolland,North Robert,961,01:09:44,Hamilton-Banks
14041,Maldonadotown,Howardton,1000,20:53:44,"Williams, Brown and Watson"
14042,Port Timothyfurt,Patelshire,536,11:13:19,"Ryan, Cox and Burke"
14043,Longstad,New Melissaport,618,06:11:04,"Harrison, Hurley and Jensen"
14044,Lake Leslie,Lake Megan,802,23:30:37,"Gibson, Ross and Sanchez"
14045,Veronicamouth,Port Adamland,557,21:02:58,Watson-Collins
14046,North Antonio,Zacharytown,315,23:55:07,"Buchanan, Peterson and Fisher"
14047,East Keithmouth,Mirandaview,491,22:54:27,Pierce-Leon
14048,Brittanyburgh,New Jessica,519,07:30:05,Gray-Stewart
14049,Lake Sergio,Port Tracyhaven,707,10:17:53,Garcia-Gay
14050,Marissafurt,Johnhaven,349,21:27:53,Smith Inc
14051,Kimberlystad,Phelpsfort,940,07:24:09,Soto-Chambers
14052,Davisbury,Lisahaven,628,21:37:15,"Hill, Williams and Sampson"
14053,Nicolemouth,Millerview,108,04:42:49,Hart Inc
14054,North Saraburgh,Aguirreborough,942,10:55:39,Hill-Fox
14055,Jerometown,Emilyview,943,14:06:11,Williams Group
14056,South Davidfurt,Codyhaven,687,08:57:25,Brock Inc
14057,East Nathan,Ashleychester,284,04:39:50,Sharp Group
14058,Hudsonhaven,Port Olivia,346,07:47:16,Nelson-Anderson
14059,East Marcus,Nelsonshire,665,17:33:47,Nguyen-Roberts
14060,Ashleyville,New Joshuatown,91,11:24:20,Green-Lucas
14061,New Donald,Michaelhaven,202,03:36:30,English-Schultz
14062,East Billyfort,Brianton,863,16:27:53,Hernandez-Bryant
14063,Schultzland,Ericmouth,912,05:26:37,"Velez, Oneal and Dominguez"
14064,Bairdburgh,Fisherfort,357,21:51:37,Nelson and Sons
14065,Port Zacharyport,North Charlesfort,685,05:42:04,Sims-Warner
14066,Craigfurt,Bryantport,674,18:36:15,Holland-Phillips
14067,Port Eric,Hillmouth,776,22:41:26,"Butler, West and Dickerson"
14068,North Kimberg,South Amy,982,14:58:16,"Bell, Bradford and Branch"
14069,Alanfurt,Brittanytown,583,04:51:08,Yoder-Delgado
14070,Rodriguezstad,Thomasville,581,20:44:17,Lewis-Moore
14071,Port James,East Debbiebury,452,12:00:30,Parks-Harris
14072,East Patrickton,Jamesside,204,01:56:39,Wiggins-Evans
14073,New Thomas,Stephaniefurt,440,10:25:53,Sullivan Group
14074,East Brooke,Jimmystad,988,13:09:21,Rice LLC
14075,Freemanstad,Alvarezstad,293,08:29:11,Moses-Murray
14076,North Candiceberg,Port Rhondahaven,89,16:00:54,Jennings LLC
14077,New Shannon,Hannahfort,220,22:18:11,Wilson LLC
14078,Kelleytown,Griffithview,731,15:27:48,"Cross, Horn and Aguirre"
14079,Michaelberg,East Tamaramouth,59,06:18:11,Mcmillan-Horn
14080,South Erik,New Victoriaview,464,03:34:55,"Pacheco, Herrera and Palmer"
14081,North Cody,Hawkinsmouth,696,22:48:14,"Hart, Green and Moody"
14082,Parkerfort,Jasonside,341,07:32:21,Pham-Sutton
14083,Kimberlyton,North Edwardtown,742,17:50:09,Bradley-Thomas
14084,Ruizshire,Michelefurt,288,06:07:10,Stephens-Briggs
14085,North Lindaport,Colleenshire,414,02:39:08,Jackson-Torres
14086,New Sue,East Mark,945,11:30:16,Moreno-Butler
14087,East Angel,Georgebury,906,04:22:06,Morse-Woods
14088,Garciaville,Greenfurt,75,18:26:53,Massey Inc
14089,East Erikaburgh,Lake Rachelton,253,04:20:10,Bryant-Hicks
14090,Marshallview,South Ellen,536,07:02:32,Hart and Sons
14091,New Aprilmouth,Patriciatown,746,20:11:15,Hall LLC
14092,Port Kristinetown,North Matthew,953,02:32:47,Bauer and Sons
14093,Barbaraland,East Michelletown,785,22:43:07,"Webb, Thomas and Camacho"
14094,Lake Robert,Sharonberg,655,08:48:39,Strong Group
14095,Smithville,Jasonchester,344,09:01:25,Owens PLC
14096,Gonzalezborough,Timothymouth,553,00:39:24,"Barnett, Richardson and Little"
14097,Vanessastad,Kevinton,895,22:32:55,Burgess Inc
14098,Nelsonton,North Kellieside,819,19:31:11,Haynes-Hansen
14099,South Kylechester,Rileyborough,510,12:03:08,"Fletcher, Austin and Mitchell"
14100,South Maryhaven,North Jonathanchester,50,16:56:56,"Rivera, Brown and Taylor"
14101,Natashaview,North Jennifer,785,12:17:20,Anderson Inc
14102,Lake Judith,Hillmouth,768,02:47:33,Wiggins Group
14103,Wilsonbury,Brittanyburgh,712,19:57:04,Valdez-Jordan
14104,Danielleside,Bellchester,322,08:56:21,Schneider PLC
14105,Lake Robert,South Stephaniestad,177,21:03:55,Brown and Sons
14106,North Jeffreyview,North Paul,344,04:49:55,Duran-Miller
14107,Lake Joseph,Hallbury,100,07:05:53,Holmes-Knox
14108,Carlland,North Richardland,475,15:29:46,"Owen, Walker and Moore"
14109,Port Benjamin,Josephborough,197,09:03:42,Elliott Inc
14110,Katieshire,New Michaelland,171,22:41:01,"Gutierrez, Williams and Ray"
14111,Contrerastown,Parsonsberg,751,00:57:58,Chapman-Stout
14112,Jamesbury,Michaelshire,350,12:26:50,Shepard-Carrillo
14113,Pattersonburgh,South Ericmouth,213,04:12:19,"Holmes, Anderson and Campbell"
14114,New Scotthaven,Shawnchester,563,16:25:32,Williamson-Hickman
14115,Port Whitney,Kevinbury,671,13:18:38,"Harding, Fisher and Rowe"
14116,Port Meganfurt,Leefurt,219,10:58:00,Williams LLC
14117,West Regina,West Lindsayfort,401,08:09:57,Stevens Inc
14118,New Amber,Markland,288,11:49:42,"Carter, Harmon and Tyler"
14119,Port Traceyside,Lake Shawnside,372,11:54:26,Robinson Group
14120,South Luismouth,Reedchester,657,02:59:01,"Harding, Murphy and Clark"
14121,Paulmouth,Brandonfurt,394,20:57:16,"Martinez, Douglas and Beck"
14122,West Laurietown,Port John,846,02:12:39,"Young, Myers and Mack"
14123,New Kimberly,Lake Jamesfort,82,10:36:13,"Sanchez, Davis and Allen"
14124,Baxterstad,Jeremymouth,942,09:04:03,"Ray, Townsend and Jensen"
14125,Brandonburgh,Maryfurt,764,13:41:36,Malone-Dawson
14126,North Kimberly,East Michelle,979,18:25:26,Taylor-Bennett
14127,Thomasport,Lake Nicholas,591,15:23:31,Walker-Cervantes
14128,Waltersmouth,Port Gabrielleburgh,783,01:08:52,"Ramirez, Simon and Peck"
14129,Michaelfurt,New Richard,13,00:24:50,Cooper-Daniel
14130,North Amandaville,New Francis,510,14:48:18,"Hernandez, Lee and Boyer"
14131,Amandastad,Williamstad,153,03:09:07,Mitchell LLC
14132,Richardsonland,South Brendabury,37,00:31:39,"Thompson, Williams and Miller"
14133,Kington,Alanhaven,142,23:28:17,Patterson Ltd
14134,Destinyville,West Brian,687,04:18:19,"Smith, Fernandez and York"
14135,East Ronaldmouth,Hensonview,730,13:03:17,"Howell, Hill and Barber"
14136,East Kristi,South Thomas,660,04:11:10,Hayes-Jones
14137,West Richard,Alvarezberg,773,14:06:56,Green LLC
14138,North William,East Mirandaborough,853,07:50:55,"Ward, Morris and Cook"
14139,North Scottview,Lake Sarahmouth,497,21:51:16,Hicks-Cobb
14140,West Michaeltown,Lake Clifford,936,19:06:52,Brown Inc
14141,North Michael,New Emilyton,227,01:44:09,Johnson-Lee
14142,Moranshire,Ralphview,613,04:08:22,"Shepherd, Oliver and Chandler"
14143,Port Elizabethbury,West Linda,387,06:31:30,Guzman and Sons
14144,Cannonton,Port Olivia,197,16:53:44,"Cooper, Taylor and Peters"
14145,East Angelica,East Hannahmouth,426,01:01:54,Brown-Collins
14146,Lake Lisaburgh,West Danielle,598,16:38:59,Bush Ltd
14147,New Ronald,South Jennifer,629,23:02:36,Morrison LLC
14148,Heathbury,Barnettchester,533,06:17:39,Brown-Ray
14149,Floreschester,Gainesport,982,12:48:05,Sanchez Ltd
14150,Frazierland,North Heidimouth,278,11:59:26,Freeman LLC
14151,Joseside,Lake Charles,437,00:04:15,Wilson-Roach
14152,Perezfurt,Gomezbury,86,04:31:12,"Lee, Wong and Williamson"
14153,Lake Timothy,South Elaineville,103,18:35:36,"Watts, Bullock and Rodriguez"
14154,South Melissafurt,Melissaton,77,06:33:08,Johnson Ltd
14155,East Jamesfort,Medinaland,716,18:10:02,Russell LLC
14156,Moranside,Justinmouth,964,15:39:28,Barton Ltd
14157,Timothytown,East Brenda,671,05:10:25,Herring and Sons
14158,West Sean,Wagnertown,494,07:24:36,Small-Price
14159,South Christopherfurt,New Claytonville,493,15:54:54,Williams-Porter
14160,North Jacquelineville,Webertown,909,18:26:05,Moore-Grimes
14161,Amyside,North Lisa,11,09:29:02,Garrison-Campos
14162,Williamsmouth,Lake Brittanyside,917,11:36:28,Smith Inc
14163,South Kristinton,Mackhaven,261,15:36:13,"Scott, Wright and Park"
14164,Holmestown,Millerhaven,565,16:24:25,Ramirez Inc
14165,West Ashleystad,Berryhaven,189,04:56:38,Martinez-Key
14166,Victoriafurt,Zacharystad,115,12:32:21,Rojas-Mcguire
14167,Petershaven,Alexandershire,647,06:59:28,Bailey-Hudson
14168,East Emily,Amandaport,133,03:29:07,Morton-Wood
14169,Port Michael,Nelsontown,438,06:42:54,Flowers-Salas
14170,Lambborough,South Calebchester,323,12:46:47,"Ward, Morrow and Rogers"
14171,Lake John,Port Jonathantown,241,17:46:06,Burton-Baker
14172,Jameschester,Lake Jamiebury,270,15:01:50,Williams-Curtis
14173,Port Melissashire,South Richardview,126,01:03:18,Combs LLC
14174,Lake Matthewview,Fitzgeraldside,424,07:11:25,Pittman Inc
14175,Lake Gregory,East Donald,101,22:13:03,Thompson-Robinson
14176,Elizabethborough,Lake Ronaldborough,440,05:02:54,"Cochran, Ellis and Carter"
14177,Port Kelly,Port Drewberg,924,23:53:17,"Perez, Armstrong and Rollins"
14178,East Sharon,East Andreaview,295,05:38:46,Jones Group
14179,Lake Carly,Mackburgh,122,07:58:27,Bell Inc
14180,West Duane,Katherineborough,122,18:51:35,"Barrett, Holmes and Stewart"
14181,East Davidfurt,Shepherdborough,391,05:28:53,Huff-Ponce
14182,South Adamhaven,Port Victorberg,410,16:32:32,"Tanner, Rivera and Schneider"
14183,New Kimport,East Melanieshire,500,13:15:44,"Gillespie, Harris and Jones"
14184,Robertsshire,East Kevin,137,16:53:00,"Burgess, Moore and Hammond"
14185,Leestad,Caitlynbury,658,09:43:19,Taylor-Cooper
14186,North Caleb,Prestonberg,384,07:42:55,Hamilton PLC
14187,Sonyafort,New Shelbyberg,655,18:37:37,"Smith, Lopez and Farrell"
14188,New Nancy,West Jacobborough,389,10:18:22,"Carr, Faulkner and King"
14189,North Michael,Davismouth,225,14:41:28,Reed-Flores
14190,Gregorychester,Lloydfurt,231,05:12:08,"Hodges, Pruitt and Scott"
14191,Lewischester,South Anthonyview,323,04:35:56,Kelley PLC
14192,Christopherland,Melissaside,682,15:09:59,"Giles, Morrow and Beasley"
14193,East Bruce,Grantbury,583,10:42:12,Jacobs LLC
14194,West Susan,New Megan,195,17:08:04,"Kim, Turner and Cowan"
14195,New Alyssachester,Jasonhaven,547,17:15:44,Savage-Mason
14196,Lake Joseph,Phillipsfort,55,06:03:31,Hernandez LLC
14197,New Edwardburgh,Port Christine,188,23:29:36,White Ltd
14198,West Danielbury,Port Sabrinaview,572,21:57:44,Williams Ltd
14199,Buckleystad,Port Mariatown,93,07:19:23,Griffin-Campbell
14200,New Lori,Clarkfort,258,21:32:45,Frazier Group
14201,Chelseaborough,Pollardshire,828,17:11:31,"Price, Oconnell and Miles"
14202,East Taramouth,Johnfort,400,17:51:31,Benson PLC
14203,Lisaton,North Miguelfurt,674,19:30:56,"Gray, Mahoney and Wilson"
14204,South Scottshire,East Lauren,428,19:16:18,Bird-Bishop
14205,Laurieburgh,Woodbury,835,20:25:13,Carrillo LLC
14206,Lake Kathrynshire,Erikside,434,16:16:34,Ramos-Quinn
14207,Christopherview,South William,154,00:22:50,Tucker-Salinas
14208,New Juliemouth,Scottport,782,22:45:46,Lewis-Black
14209,East Stephenchester,Davidport,239,00:59:13,Garcia-Jones
14210,North Micheal,Cassandramouth,746,01:59:55,Bryan-Mcneil
14211,Anthonymouth,Robinsonville,708,14:43:44,"Gallagher, Fernandez and Luna"
14212,North Aaronside,Tinaborough,588,14:16:59,Baird Ltd
14213,North Nathan,Lake Marieborough,837,12:48:10,"Kelley, Moore and Lee"
14214,Kimberlyshire,Millshaven,354,02:33:18,"Goodman, Perez and Jackson"
14215,Longstad,Emilybury,233,11:28:00,"Mendoza, Tyler and Braun"
14216,New Lauraview,Wheelerside,136,17:05:51,"Callahan, Stevens and Freeman"
14217,Port Timothyshire,Jonathanchester,658,16:58:28,Dunlap LLC
14218,Port Jesse,Coreyshire,987,02:28:11,Simmons-Valdez
14219,West John,Riddlestad,955,05:32:44,Owen Group
14220,Trevinochester,Lake Matthewport,484,18:48:27,Thomas-Fowler
14221,New Amandashire,Annamouth,661,06:09:29,Robinson Ltd
14222,Michaelborough,Townsendmouth,492,02:26:13,Lyons-Davis
14223,Gutierrezside,East Anthonymouth,798,06:10:56,Espinoza Group
14224,Lake Jamie,Patricialand,781,23:56:21,Gibson-Williams
14225,Matthewfurt,Lake Kyle,912,04:00:14,Mcdowell-Carr
14226,New Matthew,Jordanburgh,98,18:33:42,"Hernandez, Gay and Carpenter"
14227,South Toddside,Grantbury,649,11:23:28,Case Group
14228,Smithland,Lake Jessica,463,05:07:35,"Giles, Patrick and Moran"
14229,South Jessicaside,Richardhaven,582,09:27:12,Hendricks PLC
14230,Davidburgh,Jeffreystad,486,08:22:45,Gray-Mora
14231,Alexanderstad,Staceyhaven,485,04:10:24,Caldwell LLC
14232,North Jenniferhaven,Scottchester,332,10:07:55,Bell-Johnson
14233,Louismouth,Emmashire,400,21:43:41,Meyers LLC
14234,South Melissa,Mortonmouth,269,03:24:45,"Henry, Jordan and Williams"
14235,Aaronstad,Morganfurt,920,07:22:02,"Rodriguez, Porter and Blackburn"
14236,East Josephborough,West Crystal,316,14:37:02,Moore-Weaver
14237,Joannafurt,Jacquelineview,108,22:37:52,Beard-Ramirez
14238,Robertport,Pamelaview,684,03:01:29,Solis and Sons
14239,New Michaelmouth,Hickmanland,596,02:52:35,Johnson LLC
14240,South Katherine,West Timothyport,560,17:20:31,"Stephens, George and Morris"
14241,Rebeccaberg,Smithside,558,20:38:07,"Johnson, Lopez and Murphy"
14242,West Claudiaville,Briannaborough,278,04:00:47,Williams Ltd
14243,Christianfort,West Rebecca,194,01:03:45,Johnson-Miller
14244,East Kennethport,South Zacharyborough,614,00:30:34,Cabrera-Anderson
14245,North Christyberg,New Brittany,317,18:13:52,"Ross, Wilson and Fletcher"
14246,Heatherview,Port Elizabeth,306,20:42:22,Grant-Long
14247,Baileyview,Ricardochester,51,17:15:40,"Taylor, Mathis and Mccoy"
14248,Cartertown,Montgomeryland,118,15:31:21,Pugh-Obrien
14249,Diazshire,Lake Kimberlyfort,881,05:45:38,Lewis Inc
14250,Elizabethport,Travisville,517,18:20:04,Pugh and Sons
14251,Lake Richard,Nguyenland,937,04:21:11,"Henry, Mcdaniel and Jacobson"
